tenure,avgmonthlyspend,MonthlyCharges,InternetService_Fiber optic,Contract_Two year,PaymentMethod_Electronic check,gender,PaperlessBilling,Contract_One year,OnlineSecurity_Yes,Partner,TechSupport_Yes,OnlineBackup_Yes,SeniorCitizen,DeviceProtection_Yes,Churn
68,106.1231884057971,105.75,1,0,0,1,0,1,0,1,1,1,0,1,0
65,101.90151515151516,105.85,1,1,0,0,1,0,0,1,1,1,1,1,0
55,64.77321428571429,64.2,0,0,1,1,1,1,0,0,1,1,0,0,0
20,83.87857142857143,88.7,1,0,1,1,1,0,0,0,0,0,0,1,1
19,86.2975,87.7,1,0,0,1,1,1,0,0,1,0,0,0,0
45,91.1336956521739,89.3,1,0,0,0,1,0,0,0,0,0,0,1,0
70,19.87605633802817,20.15,0,1,0,0,1,0,0,1,0,0,0,0,0
2,54.833333333333336,79.75,1,0,1,0,1,0,0,0,0,0,0,0,1
27,97.30714285714285,94.55,1,0,0,0,1,0,0,0,0,0,0,0,1
12,20.35,20.05,0,1,1,0,1,0,0,1,0,0,0,0,0
72,63.9958904109589,67.2,0,1,0,1,0,0,1,0,1,1,0,1,0
12,90.27307692307691,94.55,1,0,1,1,0,0,0,0,0,0,0,0,0
5,53.083333333333336,69.05,1,0,0,0,1,0,0,0,0,0,1,0,1
71,107.13263888888889,107.5,1,0,1,1,1,0,1,1,0,1,1,1,0
35,68.64583333333333,73.0,0,0,1,1,1,1,0,0,1,0,1,1,0
70,110.4549295774648,114.75,1,1,0,1,0,0,1,1,1,1,0,1,0
31,69.61875,76.05,1,0,1,0,1,0,0,0,0,0,0,0,0
52,94.15566037735849,96.25,1,1,0,1,1,0,0,1,1,0,0,1,1
37,98.52763157894738,101.1,1,0,1,1,1,0,0,0,0,0,1,1,1
69,103.14785714285715,104.7,1,0,0,1,1,1,0,0,1,1,0,0,1
30,75.8532258064516,77.9,1,0,0,1,0,0,0,1,0,0,1,0,0
33,87.92941176470588,90.65,1,0,1,0,1,0,1,0,0,0,0,0,0
54,110.50454545454545,110.45,1,1,1,1,1,0,0,1,1,1,1,1,0
59,67.84916666666666,68.7,0,0,0,0,0,1,1,0,1,0,0,0,0
55,44.268750000000004,44.85,0,0,1,1,1,0,1,0,0,1,1,0,0
69,30.490000000000002,29.8,0,0,0,1,1,1,0,1,0,0,1,1,0
66,89.55373134328359,88.9,1,0,0,0,1,1,0,0,0,1,0,0,0
37,57.97631578947368,58.75,0,0,0,1,1,1,1,1,1,0,0,1,0
9,18.315,19.85,0,0,0,1,0,1,0,1,0,0,1,0,0
69,88.48714285714286,86.9,0,1,0,1,0,0,1,1,1,0,0,1,0
10,58.08636363636364,59.65,0,0,0,1,1,0,0,0,0,1,0,0,0
40,52.17560975609756,55.25,0,0,0,1,1,0,1,0,0,1,0,0,1
13,59.410714285714285,66.4,0,0,0,1,0,0,0,0,0,0,0,0,0
6,74.47142857142856,90.1,1,0,1,0,1,0,0,0,0,1,0,0,1
69,19.107142857142858,20.15,0,1,0,0,0,0,0,1,0,0,0,0,0
66,107.19328358208955,108.1,1,0,0,0,1,1,0,1,1,1,1,1,0
11,50.666666666666664,53.75,0,0,1,1,0,0,0,0,0,0,0,1,1
46,54.47021276595744,56.9,0,0,0,1,0,1,1,1,1,0,0,1,0
6,82.51428571428572,89.3,1,0,1,0,0,0,0,0,0,0,0,0,1
56,104.43859649122807,109.6,1,0,0,0,1,0,1,1,1,0,0,1,0
70,25.213380281690142,25.15,0,1,0,1,0,0,0,1,0,0,0,0,0
33,74.45294117647059,79.15,0,0,1,0,1,1,0,1,1,0,0,1,0
72,65.2095890410959,66.75,0,1,0,0,0,0,1,1,1,1,0,0,0
3,73.2125,95.2,1,0,1,0,1,0,0,1,0,0,0,0,1
19,47.6825,48.8,0,0,0,0,0,0,0,0,1,0,0,0,0
5,33.0,45.7,0,0,1,0,0,0,0,0,0,0,1,0,1
71,79.23680555555556,80.7,0,1,0,0,1,0,0,1,1,1,0,1,0
8,67.76666666666667,74.5,1,0,1,1,1,0,1,1,0,0,0,0,1
1,10.275,20.55,0,0,0,1,0,0,0,0,0,0,0,0,0
1,39.825,79.65,1,0,1,0,1,0,0,0,0,0,0,0,1
61,112.8008064516129,115.1,1,0,0,0,1,1,1,0,1,1,0,1,0
71,57.259027777777774,59.7,0,1,0,0,0,0,1,1,1,1,0,0,0
68,83.52101449275362,86.45,1,0,0,0,0,1,0,1,0,1,0,1,0
46,32.72021276595744,33.7,0,0,0,1,0,1,0,0,1,0,0,1,0
33,76.56764705882354,80.1,1,0,0,1,0,1,1,0,0,0,0,0,0
53,103.08148148148148,104.05,1,1,0,0,1,0,1,1,1,1,0,1,0
50,106.5078431372549,108.75,1,0,0,0,0,0,1,1,0,1,1,1,0
57,38.935344827586206,41.1,0,0,0,0,1,1,1,0,1,0,0,1,0
54,19.86090909090909,20.35,0,1,0,0,1,0,0,1,0,0,0,0,0
60,104.93852459016394,105.9,1,0,1,0,1,0,0,1,0,1,1,1,0
28,96.97241379310344,101.3,1,0,0,0,1,0,0,1,1,0,1,0,1
1,40.025,80.05,1,0,0,0,1,0,0,1,0,0,0,0,1
29,89.945,89.2,1,0,1,1,1,0,0,1,0,0,0,1,1
10,56.08181818181818,65.5,0,0,1,0,1,0,0,1,1,1,0,0,0
43,43.47386363636363,40.45,0,0,1,1,1,0,1,0,0,1,0,1,0
13,60.65,70.45,1,0,0,1,0,0,0,1,0,0,1,0,0
43,78.64318181818182,78.8,0,1,1,0,1,0,1,1,1,0,0,1,0
19,73.2875,83.65,1,0,1,1,1,0,0,1,0,0,0,0,1
1,45.05,90.1,1,0,1,1,1,0,0,1,0,0,0,0,0
69,79.36142857142858,82.45,0,1,0,0,1,0,1,0,1,0,0,1,0
61,20.625806451612902,20.25,0,1,0,0,0,0,0,1,0,0,0,0,0
43,66.07613636363637,66.25,0,0,0,1,0,0,1,1,1,1,0,0,0
6,20.900000000000002,19.5,0,0,0,0,0,0,0,1,0,0,0,0,1
1,25.625,51.25,0,0,0,1,0,0,0,0,1,0,0,0,1
56,86.8938596491228,89.7,1,0,0,1,0,0,0,1,0,0,0,0,0
70,63.44929577464788,64.55,0,1,0,0,0,0,1,1,1,1,0,1,0
1,22.8,45.6,0,0,1,1,1,0,0,0,0,0,0,0,1
49,90.40299999999999,93.65,1,0,1,1,1,1,0,1,0,1,0,1,0
6,38.19285714285714,49.65,0,0,0,0,1,0,0,0,1,0,0,0,1
32,70.20757575757575,73.6,0,1,0,0,0,0,1,1,1,1,0,1,0
72,110.62123287671233,109.75,1,1,0,0,1,0,1,1,1,0,1,1,0
37,60.58815789473684,61.45,0,1,0,1,0,0,1,0,1,1,0,0,0
69,103.59857142857142,106.4,1,0,0,0,1,1,1,1,1,1,0,0,0
26,76.98333333333333,81.9,0,0,0,0,0,0,0,1,1,1,0,1,0
58,105.51525423728813,105.2,1,0,0,0,1,1,0,1,0,1,0,1,0
24,49.69,54.6,0,0,0,1,0,1,0,0,1,0,0,0,0
5,16.575,20.55,0,0,1,1,0,1,0,1,0,0,0,0,0
15,18.003125,20.0,0,0,1,1,1,0,0,1,0,0,0,0,1
30,19.330645161290324,19.7,0,1,0,0,0,0,0,1,0,0,0,0,0
55,61.823214285714286,66.05,0,0,0,0,1,1,1,1,1,1,0,0,0
25,32.80769230769231,34.0,0,0,0,0,1,0,0,1,0,0,0,0,1
10,84.91818181818182,92.5,1,0,0,1,1,0,0,1,1,1,1,1,1
44,52.78222222222222,54.05,0,1,0,1,1,0,1,1,1,1,0,1,0
47,58.60520833333334,58.9,0,0,0,0,1,1,1,0,1,1,0,0,0
13,87.34285714285714,88.35,1,0,1,0,0,0,0,1,0,0,0,0,1
49,105.86399999999999,107.95,1,1,0,0,1,0,0,1,1,1,0,1,1
64,97.14384615384616,96.9,1,0,0,0,1,1,1,1,1,0,0,0,0
1,9.55,19.1,0,0,0,1,0,0,0,0,0,0,0,0,0
20,47.76428571428571,50.0,0,0,0,1,0,0,0,0,1,0,0,0,0
37,41.92368421052631,45.4,0,1,1,0,0,0,1,1,1,0,0,0,0
30,80.96612903225805,85.45,1,0,1,1,0,0,0,1,0,0,0,0,0
38,81.73461538461538,84.1,0,0,0,0,0,1,1,0,0,1,0,1,0
1,37.225,74.45,1,0,0,0,1,0,0,0,0,0,1,0,1
37,61.715789473684204,64.75,0,0,1,0,1,0,0,0,0,0,0,0,1
52,62.83207547169811,66.25,0,1,0,0,0,0,1,1,1,1,0,1,0
71,76.70416666666667,76.9,0,1,0,1,1,0,1,0,1,1,0,1,0
26,86.4925925925926,89.8,1,0,1,1,0,0,0,0,0,1,0,1,1
66,71.61791044776119,74.6,0,1,0,1,1,0,1,0,0,1,0,1,0
72,117.73150684931507,116.95,1,1,0,1,1,0,1,1,1,1,0,1,0
25,37.32884615384615,40.65,0,0,0,1,1,1,1,0,0,0,0,0,0
69,109.51142857142857,114.35,1,1,0,1,1,0,1,1,1,1,0,1,0
53,68.2601851851852,69.7,0,1,0,1,0,0,1,1,0,1,0,0,0
12,85.78076923076924,95.5,1,0,0,0,0,1,0,0,0,0,0,1,1
26,93.96296296296296,98.65,1,0,1,1,1,0,0,0,1,0,0,1,0
21,63.345454545454544,61.65,0,0,0,1,0,0,0,0,0,0,0,1,0
1,44.675,89.35,1,0,1,0,1,0,0,0,0,0,0,0,0
48,90.7204081632653,95.4,1,0,1,1,1,0,1,0,1,0,0,0,0
26,36.24444444444445,35.4,0,0,0,0,0,1,1,1,0,0,0,1,0
60,20.625409836065575,19.95,0,1,0,1,0,0,0,1,0,0,0,0,0
18,17.439473684210526,19.25,0,0,0,1,0,0,0,0,0,0,0,0,0
10,26.49090909090909,29.65,0,0,1,0,1,0,0,0,1,0,1,0,1
5,75.625,84.5,1,0,1,1,1,0,1,1,0,0,0,1,1
4,16.95,20.4,0,0,0,0,1,1,0,0,0,0,0,0,0
65,25.986363636363635,24.75,0,1,0,1,0,0,0,1,0,0,0,0,0
70,24.157042253521126,25.35,0,1,0,1,0,0,0,1,0,0,0,0,0
18,84.0657894736842,90.7,1,0,0,1,1,0,0,0,0,0,0,1,1
62,19.84285714285714,20.0,0,1,0,1,0,0,0,0,0,0,0,0,0
66,59.65373134328358,59.75,0,1,1,0,1,0,1,1,0,0,0,0,0
65,79.01666666666667,82.5,0,1,0,0,1,0,1,1,1,1,0,0,0
3,58.875,70.3,1,0,1,0,1,0,0,0,0,0,1,0,1
34,19.234285714285715,20.35,0,0,0,0,0,0,0,0,0,0,0,0,0
16,84.83529411764707,90.8,1,0,0,1,1,0,0,1,0,0,0,1,0
54,102.52818181818182,103.95,1,0,0,0,1,1,1,0,0,0,0,1,1
50,102.39901960784314,104.95,1,0,1,0,1,0,0,0,1,0,1,1,0
71,101.27430555555556,105.25,1,1,1,1,1,0,0,1,1,1,0,1,0
10,72.69545454545454,74.75,1,0,1,0,1,0,0,0,0,0,0,0,1
1,25.4,50.8,0,0,1,0,1,0,0,0,1,0,0,0,1
18,22.342105263157894,23.75,0,0,0,1,0,1,0,0,0,0,0,0,0
4,49.88,61.3,0,0,1,1,1,0,0,0,1,0,0,0,0
58,74.84322033898304,75.8,0,1,0,0,0,0,1,1,1,0,0,1,0
56,92.46666666666667,98.0,1,0,1,0,1,1,1,1,0,0,0,0,0
2,48.18333333333334,80.25,1,0,1,1,1,0,0,0,0,0,0,0,1
32,74.18030303030302,78.9,1,0,1,1,1,0,0,1,0,0,0,1,1
56,50.612280701754386,52.0,0,0,0,1,1,1,1,1,1,1,0,0,0
36,82.43648648648649,84.75,1,0,1,1,1,0,0,0,0,0,0,0,1
4,50.6,64.4,0,0,0,0,1,0,0,0,1,0,0,0,0
53,83.65277777777777,85.45,1,0,0,1,0,0,0,0,0,0,0,0,1
10,39.654545454545456,45.8,0,0,0,1,1,0,0,0,0,0,0,0,0
4,23.68,30.5,0,0,1,1,0,0,0,0,1,0,0,0,0
1,9.95,19.9,0,0,0,1,0,0,0,1,0,0,0,0,1
51,70.18461538461538,69.15,1,0,0,0,0,0,0,1,0,0,0,0,0
12,92.31923076923077,99.45,1,0,1,1,1,0,0,0,0,0,1,1,1
6,36.51428571428571,49.25,0,0,0,0,1,1,0,0,1,0,0,0,0
63,37.42265625,39.35,0,1,0,1,0,0,0,1,1,1,0,1,0
1,35.3,70.6,1,0,1,0,1,0,0,0,0,0,0,0,1
48,103.74591836734695,105.1,1,0,0,0,1,0,0,1,1,1,0,0,0
5,64.93333333333334,81.0,1,0,0,0,1,0,0,0,0,0,0,0,1
35,17.90277777777778,20.1,0,0,0,0,1,1,0,0,0,0,0,0,0
6,74.78571428571429,84.85,1,0,1,1,1,0,0,0,0,1,0,0,1
2,13.1,19.75,0,0,0,1,0,0,0,0,0,0,0,0,0
50,19.39313725490196,19.75,0,0,0,0,0,1,0,0,0,0,0,0,0
33,70.76764705882353,70.4,1,0,0,0,1,0,0,0,0,0,0,0,0
31,19.9546875,20.45,0,1,0,1,0,0,0,0,0,0,0,0,0
9,19.11,20.35,0,1,0,0,0,0,0,1,0,0,0,0,0
54,82.25545454545455,86.2,0,0,1,0,1,0,0,1,1,1,0,1,0
46,99.23829787234042,95.65,1,0,0,0,1,1,1,0,0,1,0,1,0
34,99.16571428571429,103.8,1,0,1,1,1,1,1,0,0,1,0,0,0
71,95.97638888888889,97.2,1,1,1,1,1,0,1,1,0,0,0,0,0
63,62.721875,63.55,0,1,0,0,0,0,1,1,1,1,0,1,0
51,24.76923076923077,24.95,0,1,0,0,0,0,0,0,0,0,0,0,0
26,84.35740740740741,89.15,1,0,1,0,1,0,0,0,0,1,1,0,1
64,98.08923076923077,99.0,1,1,0,0,1,0,1,1,0,0,0,1,0
1,12.4,24.8,0,0,1,0,1,0,0,1,0,0,1,0,1
61,84.70564516129032,85.55,1,0,0,1,1,1,0,1,1,1,1,0,0
15,94.090625,94.0,1,0,0,0,1,0,0,0,0,0,0,1,0
64,106.20153846153846,105.65,1,0,0,1,1,1,0,0,1,1,0,0,1
18,48.06842105263158,50.3,0,0,1,0,1,0,0,0,0,0,0,0,0
57,95.4448275862069,95.0,1,0,1,0,1,1,0,1,0,1,0,0,0
14,54.37,61.4,0,1,0,1,1,0,1,1,0,1,0,0,0
18,74.29736842105264,80.55,1,0,0,1,1,0,0,0,0,1,1,0,0
72,76.7431506849315,78.5,1,1,0,0,0,0,1,1,0,0,1,0,0
70,116.11690140845069,114.3,1,1,0,1,0,0,1,1,1,1,0,1,0
38,19.012820512820515,20.05,0,1,0,0,0,0,0,0,0,0,0,0,0
68,63.41739130434783,62.65,0,1,0,1,0,0,1,1,1,1,0,1,0
13,72.05,80.85,1,0,1,1,1,0,0,0,0,0,0,0,1
65,90.43030303030302,92.7,1,1,0,1,1,0,1,1,0,1,1,0,0
30,99.9,100.45,1,0,1,0,0,0,0,0,0,0,0,1,0
51,75.02403846153847,75.2,0,1,0,1,1,0,0,1,1,0,0,0,0
31,81.66875,84.75,1,0,0,0,1,0,1,0,0,0,0,1,0
9,85.31,89.45,1,0,1,0,0,0,0,1,0,0,0,0,1
72,77.55753424657534,79.5,0,1,0,0,1,0,1,1,1,1,0,1,0
10,72.20454545454545,72.15,0,0,0,1,1,0,0,0,0,0,0,0,1
37,18.29078947368421,19.8,0,0,1,0,1,1,0,0,0,0,0,0,0
2,53.6,76.4,0,0,1,0,0,0,0,0,1,0,0,1,1
55,99.14375,100.9,1,0,0,1,1,1,1,0,0,1,0,0,0
33,96.32794117647059,95.3,1,0,0,1,1,0,1,0,0,0,0,1,0
46,90.1404255319149,90.95,1,0,0,0,0,1,0,1,1,0,0,1,0
1,27.25,54.5,0,0,1,0,0,0,1,0,1,0,0,0,0
20,55.921428571428564,61.6,0,0,0,0,1,0,0,0,0,0,1,0,1
9,74.17,79.9,1,0,1,1,1,0,0,1,0,1,0,1,1
32,91.49242424242425,96.15,1,0,0,1,1,0,0,0,0,0,1,0,1
19,48.144999999999996,49.6,0,0,0,0,1,0,0,1,0,0,0,1,0
70,67.03873239436619,65.3,0,1,0,0,0,0,1,1,1,0,0,1,1
61,24.166935483870965,25.0,0,1,0,0,1,0,0,0,0,0,0,0,0
26,45.672222222222224,45.45,0,0,1,1,0,0,0,0,0,0,0,0,0
45,106.14782608695653,107.75,1,0,0,1,1,0,0,1,0,1,0,1,0
62,85.89920634920634,89.1,1,1,0,1,1,0,0,1,0,0,0,1,0
1,9.825,19.65,0,0,0,1,0,0,0,0,0,0,0,0,1
3,37.0125,44.75,0,0,0,0,0,0,0,0,0,0,0,0,0
41,93.58452380952382,101.6,1,0,0,0,1,1,1,1,0,1,0,1,0
67,101.40441176470588,103.15,1,1,0,1,0,0,0,1,1,1,0,1,0
1,42.325,84.65,1,0,0,1,1,0,0,0,0,0,0,0,1
71,95.23541666666667,95.65,1,0,0,0,0,1,1,1,0,1,0,0,0
37,69.96842105263158,75.1,0,0,0,0,0,1,1,1,0,1,0,0,0
60,61.74098360655737,61.35,0,1,0,1,1,0,1,1,1,1,0,0,0
1,34.775,69.55,1,0,1,0,1,0,0,1,0,0,1,0,1
6,18.50714285714286,19.7,0,0,0,0,0,0,0,0,0,0,0,0,0
13,24.803571428571427,31.05,0,0,1,0,1,0,0,0,0,1,0,0,1
11,48.475,51.0,0,0,0,0,0,0,1,1,0,0,0,0,0
7,44.25625,51.0,0,0,0,1,1,0,1,0,0,0,0,0,1
10,84.49545454545455,88.85,1,0,1,0,1,0,0,1,0,0,0,0,0
34,19.4,20.05,0,1,0,1,0,0,0,1,0,0,0,0,0
62,61.05952380952381,65.1,0,1,0,0,1,0,1,0,1,0,0,0,0
64,68.93384615384615,70.15,0,0,0,1,1,1,0,1,1,1,0,0,0
1,22.175,44.35,0,0,0,0,1,0,0,1,0,0,0,0,1
25,19.207692307692305,20.75,0,1,0,1,1,0,0,0,0,0,0,0,0
26,57.525925925925925,56.05,0,0,0,0,1,1,0,0,0,1,0,1,0
10,19.954545454545453,19.95,0,0,0,1,1,1,0,0,0,0,0,0,0
53,98.3675925925926,98.6,1,0,0,0,0,1,1,0,0,1,0,1,0
7,73.25625,79.7,1,0,1,0,1,0,0,0,0,0,0,0,1
33,75.78823529411765,79.0,1,0,0,1,1,0,0,0,0,1,0,1,0
71,89.37847222222223,89.45,1,1,0,0,0,0,0,1,0,1,1,1,0
29,66.44166666666666,74.2,1,0,1,0,1,0,0,0,0,0,0,0,0
24,76.954,81.0,0,0,0,1,0,0,1,1,1,0,0,0,0
20,44.75238095238095,49.6,0,0,1,1,1,0,0,1,0,0,0,1,0
1,42.3,84.6,1,0,1,0,1,0,0,0,0,0,0,0,0
54,56.230000000000004,55.0,0,0,0,1,1,0,0,0,0,1,0,0,1
5,69.25833333333334,84.85,1,0,0,0,1,0,0,0,0,0,1,1,1
72,82.00753424657535,84.2,0,1,0,0,1,0,1,1,1,0,0,1,0
52,103.52830188679245,106.3,1,1,1,1,1,0,1,1,1,1,0,1,0
9,65.15,69.05,1,0,1,0,0,0,0,0,0,0,0,0,0
1,22.7,45.4,0,0,0,0,1,0,0,0,0,0,0,0,0
1,36.825,73.65,1,0,1,1,1,0,0,0,0,0,1,0,1
33,70.73676470588236,73.9,0,0,0,1,1,1,0,1,1,0,0,1,1
55,79.60982142857142,77.75,1,0,1,0,1,0,0,1,0,0,0,1,1
69,97.94928571428571,99.35,1,1,1,1,1,0,0,1,1,0,0,0,0
1,25.375,50.75,0,0,0,1,1,0,1,0,0,0,0,0,0
54,86.09454545454545,87.1,0,1,0,1,0,0,1,0,1,0,0,1,0
33,20.063235294117646,20.15,0,0,0,1,1,1,0,0,0,0,0,0,0
45,98.38695652173914,98.7,1,0,0,1,1,1,0,1,1,1,1,1,0
11,26.754166666666666,25.2,0,0,1,0,0,0,0,0,0,0,0,0,0
6,47.949999999999996,55.7,0,0,0,1,1,0,1,0,0,1,0,0,0
21,64.74545454545455,65.35,0,0,0,1,0,0,1,0,0,0,0,1,0
65,26.493181818181817,25.3,0,1,0,0,1,0,0,1,0,0,0,0,0
6,67.84285714285714,84.35,1,0,1,0,1,0,0,1,0,0,1,0,1
8,74.26666666666667,84.95,1,0,1,0,0,0,1,0,0,0,0,0,1
11,77.1875,73.85,1,0,1,1,1,0,0,0,1,0,0,0,1
43,24.498863636363637,24.25,0,1,0,1,0,0,0,1,0,0,0,0,0
49,50.825,51.8,0,0,0,1,1,1,0,1,0,1,0,0,1
1,23.0,46.0,0,0,1,0,0,0,0,1,0,0,1,0,1
15,72.25625,79.4,1,0,1,1,1,0,0,0,0,0,1,0,1
60,60.56475409836065,60.5,0,1,0,1,0,0,1,1,0,1,0,1,0
17,21.266666666666666,25.1,0,0,0,1,0,0,0,0,0,0,0,0,0
16,68.69411764705882,71.8,1,0,0,1,1,0,0,1,0,0,1,0,1
35,20.743055555555557,20.05,0,0,0,1,0,1,0,1,0,0,0,0,0
44,86.95333333333333,88.4,1,0,0,1,0,1,0,1,0,1,1,0,1
12,28.373076923076926,30.25,0,0,0,0,0,1,0,1,1,0,0,0,0
1,10.1,20.2,0,0,0,1,0,0,0,0,0,0,0,0,0
28,57.05862068965517,59.9,0,0,1,0,1,1,1,0,1,1,0,0,0
70,27.335915492957746,25.15,0,1,0,1,0,0,0,1,0,0,0,0,0
5,36.949999999999996,46.0,0,0,0,0,0,0,0,0,0,0,0,0,1
18,94.45526315789475,101.3,1,0,0,1,0,0,0,0,0,1,0,1,0
70,74.50422535211268,76.95,0,1,0,1,1,0,1,1,1,0,0,0,0
9,50.12,55.3,0,0,0,0,1,0,0,1,0,1,0,0,0
67,90.30661764705883,92.45,1,1,0,0,1,0,1,0,1,1,1,0,0
1,24.225,48.45,0,0,0,0,1,0,1,0,0,0,0,0,0
18,16.276315789473685,19.35,0,1,0,0,0,0,0,1,0,0,0,0,0
4,40.22,51.75,0,0,0,1,0,0,0,0,0,0,0,0,1
71,85.82430555555555,86.7,1,0,0,1,1,1,1,1,0,1,1,1,0
30,91.57096774193548,94.4,1,0,1,1,1,0,1,1,0,1,0,0,1
1,27.85,55.7,0,0,0,1,0,0,1,1,0,0,0,1,0
55,81.96160714285715,84.25,1,0,0,0,1,1,1,0,0,0,0,1,0
59,62.2575,64.65,0,0,1,1,1,0,0,0,1,0,0,1,0
1,35.075,70.15,1,0,0,0,1,0,0,0,0,0,0,0,1
7,59.69375,69.2,1,0,0,0,1,0,0,1,0,0,0,0,0
45,55.51521739130435,54.65,0,1,0,1,0,0,1,1,1,0,0,0,0
54,24.402727272727276,24.75,0,0,0,0,1,1,0,1,0,0,0,0,0
51,23.39134615384615,23.95,0,0,0,1,1,1,0,1,0,0,0,0,0
72,103.80890410958904,105.0,1,0,0,0,0,1,0,1,0,1,1,1,0
44,57.86555555555555,59.85,0,0,0,1,1,1,1,1,1,1,0,0,0
2,14.233333333333334,20.05,0,0,0,1,0,0,0,0,0,0,0,0,0
66,90.40149253731343,92.15,1,0,0,0,1,1,0,0,0,0,0,1,0
68,43.24130434782609,44.8,0,0,0,1,0,1,1,1,0,1,0,0,0
31,21.5421875,20.9,0,1,0,0,0,0,0,0,0,0,0,0,0
21,92.05,95.4,1,0,0,0,1,0,0,0,0,0,1,0,0
21,79.41818181818182,80.35,1,0,1,1,0,0,1,0,0,0,0,0,0
55,83.17767857142857,85.1,0,1,0,0,1,0,1,1,1,0,0,1,0
9,29.610000000000003,34.7,0,0,0,1,1,0,0,0,0,0,0,0,1
71,111.34166666666667,115.05,1,1,0,1,1,0,1,1,1,1,1,1,0
1,40.55,81.1,1,0,1,0,1,0,0,0,0,0,0,0,1
22,18.847826086956523,19.95,0,0,0,1,0,1,0,1,0,0,0,0,0
1,10.275,20.55,0,0,0,0,0,0,0,1,0,0,0,0,1
61,103.68387096774192,106.6,1,1,1,0,1,0,0,0,1,0,0,1,1
67,86.52720588235294,86.15,0,1,0,0,0,0,0,1,1,1,0,1,0
14,69.58666666666666,78.85,1,0,1,0,0,0,1,0,0,1,1,0,0
59,104.21499999999999,106.75,1,0,1,1,1,0,1,1,1,1,0,1,1
21,84.42045454545455,86.55,1,0,0,1,0,0,0,1,0,0,1,1,0
4,29.28,42.4,0,0,0,1,0,0,1,0,1,1,0,0,0
3,60.1125,89.45,1,0,1,0,1,0,0,0,0,0,0,0,1
70,24.28380281690141,24.25,0,1,0,1,0,0,0,1,0,0,0,0,0
3,78.825,97.9,1,0,1,0,1,0,0,0,1,1,0,0,1
21,19.525000000000002,20.5,0,0,0,1,0,1,0,0,0,0,1,0,0
20,16.95952380952381,19.6,0,0,0,1,1,0,0,0,0,0,0,0,0
22,21.22826086956522,20.25,0,0,0,1,0,1,0,1,0,0,0,0,0
1,27.85,55.7,0,0,0,1,1,0,0,0,0,0,0,0,1
63,20.2921875,20.6,0,1,0,0,1,0,0,0,0,0,0,0,0
70,19.419014084507044,19.8,0,1,0,0,0,0,0,1,0,0,0,0,0
13,69.53214285714286,79.8,1,0,1,1,1,0,0,0,0,1,0,1,1
5,64.04166666666667,80.2,1,0,1,0,0,0,0,0,0,0,0,0,0
72,117.03082191780823,116.4,1,1,0,0,1,0,1,1,1,1,0,1,0
13,27.853571428571428,31.65,0,0,1,0,1,0,0,0,0,1,0,0,0
61,92.4491935483871,94.15,1,0,0,1,0,0,0,1,1,1,0,1,0
1,10.325,20.65,0,0,1,1,0,0,0,0,0,0,0,0,0
56,75.01315789473684,76.85,1,0,0,0,1,0,0,1,1,0,1,0,0
4,16.9,20.15,0,0,0,0,0,0,0,0,0,0,0,0,0
35,53.44722222222222,55.25,0,1,0,1,0,0,1,0,0,0,0,0,0
18,35.25526315789474,39.05,0,0,1,0,1,0,0,1,0,0,0,1,1
72,79.23698630136987,82.15,0,1,0,1,0,0,0,1,0,1,0,1,0
49,103.324,103.0,1,0,0,0,0,1,1,0,1,1,1,1,0
44,90.23444444444445,95.1,1,0,0,0,1,0,1,1,1,1,0,1,0
3,66.85,83.9,1,0,0,0,1,0,0,1,1,0,1,0,1
37,92.96973684210526,95.15,1,0,1,0,1,0,0,1,0,1,0,1,0
61,79.2709677419355,79.8,0,0,1,1,1,1,0,1,0,1,0,1,0
70,74.87042253521128,74.8,0,1,0,1,1,0,1,1,1,0,0,1,0
1,34.925,69.85,1,0,1,0,1,0,0,0,0,0,1,0,1
41,18.46666666666667,20.45,0,0,1,0,0,0,0,0,0,0,0,0,0
70,76.70352112676056,78.35,0,0,0,1,0,1,1,1,1,1,0,1,0
1,26.775,53.55,0,0,0,0,1,0,0,0,0,0,0,0,1
51,19.38076923076923,19.1,0,0,1,1,0,1,0,0,0,0,0,0,0
42,19.384883720930233,20.0,0,1,0,0,0,0,0,1,0,0,0,0,0
70,92.66267605633803,93.9,1,1,0,0,0,0,1,1,1,1,0,1,1
48,20.5,19.95,0,0,0,1,0,1,0,0,0,0,0,0,0
68,113.85507246376811,113.15,1,1,1,1,1,0,1,1,1,1,0,1,1
48,24.143877551020406,24.0,0,1,0,0,0,0,0,0,0,0,0,0,0
26,80.36111111111111,84.95,1,0,1,0,0,0,0,1,0,1,1,0,1
11,74.74166666666666,80.5,1,0,0,1,1,0,0,1,0,1,0,0,1
1,9.65,19.3,0,0,0,1,1,0,0,0,0,0,0,0,1
27,17.905357142857145,19.15,0,0,0,0,0,1,0,0,0,0,0,0,0
46,87.79468085106383,91.3,1,0,0,0,1,1,0,0,0,1,1,1,0
1,24.825,49.65,0,0,0,1,1,0,0,0,0,0,0,1,1
46,52.3436170212766,54.35,0,1,0,0,0,0,0,0,1,0,0,1,1
25,18.36923076923077,19.15,0,0,0,1,1,0,0,1,0,0,0,0,0
4,74.13,88.45,1,0,1,1,1,0,0,0,0,0,0,0,1
13,18.982142857142858,19.75,0,1,0,1,0,0,0,0,0,0,0,0,0
31,75.7640625,75.5,0,0,0,1,1,1,1,1,1,1,0,1,0
